timestamp,frequency_Hz,frequency_MHz,rms,active
2025-08-30T13:03:05.044099,144000000,144.0,0.0,0
2025-08-30T13:03:05.132321,144025000,144.025,0.0,0
2025-08-30T13:03:05.217740,144050000,144.05,0.0,0
2025-08-30T13:03:05.308321,144075000,144.075,0.0,0
2025-08-30T13:03:05.401370,144100000,144.1,0.0,0
2025-08-30T13:03:05.488544,144125000,144.125,0.0,0
2025-08-30T13:03:05.606319,144150000,144.15,0.0,0
2025-08-30T13:03:05.692481,144175000,144.175,0.0,0
2025-08-30T13:03:05.788986,144200000,144.2,0.0,0
2025-08-30T13:03:05.876241,144225000,144.225,0.0,0
2025-08-30T13:03:05.959274,144250000,144.25,0.0,0
2025-08-30T13:03:06.042393,144275000,144.275,0.0,0
2025-08-30T13:03:06.124308,144300000,144.3,0.0,0
2025-08-30T13:03:06.210127,144325000,144.325,0.0,0
2025-08-30T13:03:06.300137,144350000,144.35,0.0,0
2025-08-30T13:03:06.386785,144375000,144.375,0.0,0
2025-08-30T13:03:06.475801,144400000,144.4,0.0,0
2025-08-30T13:03:06.564907,144425000,144.425,0.0,0
2025-08-30T13:03:06.653574,144450000,144.45,0.0,0
2025-08-30T13:03:06.743454,144475000,144.475,0.0,0
2025-08-30T13:03:06.832771,144500000,144.5,0.0,0
2025-08-30T13:03:06.922128,144525000,144.525,0.0,0
2025-08-30T13:03:07.008257,144550000,144.55,0.0,0
2025-08-30T13:03:07.092914,144575000,144.575,0.0,0
2025-08-30T13:03:07.177017,144600000,144.6,0.0,0
2025-08-30T13:03:07.260950,144625000,144.625,0.0,0
2025-08-30T13:03:07.343910,144650000,144.65,0.0,0
2025-08-30T13:03:07.428418,144675000,144.675,0.0,0
2025-08-30T13:03:07.511561,144700000,144.7,0.0,0
2025-08-30T13:03:07.593744,144725000,144.725,0.0,0
2025-08-30T13:03:07.677097,144750000,144.75,0.0,0
2025-08-30T13:03:07.757216,144775000,144.775,0.0,0
2025-08-30T13:03:07.843661,144800000,144.8,0.0,0
2025-08-30T13:03:07.934687,144825000,144.825,0.0,0
2025-08-30T13:03:08.018298,144850000,144.85,0.0,0
